serial_number,time_stamp,1 year,2 year,3 year,4 year,5 year,6 year,7 year,8 year,9 year,10 year,15 year,20 year,25 year,30 year
1349,2001-04-25,0.047,0.101,0.218,0.384,0.561,0.724,0.897,1.064,1.211,1.36,1.73,1.967,,2.38
1350,2001-04-24,0.048,0.095,0.218,0.381,0.561,0.724,0.898,1.059,1.2,1.348,1.73,1.964,,2.373
1351,2001-04-23,0.049,0.095,0.215,0.39,0.571,0.743,0.926,1.088,1.231,1.378,1.795,2.023,,2.43
1352,2001-04-20,0.051,0.099,0.237,0.429,0.62,0.808,0.991,1.153,1.296,1.44,1.876,2.086,,2.497
1353,2001-04-19,0.063,0.109,0.258,0.462,0.652,0.84,1.022,1.185,1.33,1.437,1.921,2.114,,2.51
1354,2001-04-18,0.064,0.123,0.274,0.481,0.673,0.86,1.04,1.202,1.344,1.45,1.885,2.06,,2.447
1355,2001-04-17,0.064,0.117,0.264,0.464,0.647,0.824,0.996,1.16,1.305,1.412,1.828,2.003,,2.382
1356,2001-04-16,0.065,0.117,0.263,0.456,0.639,0.819,0.993,1.161,1.306,1.411,1.798,1.971,,2.342
1357,2001-04-13,0.067,0.116,0.261,0.453,0.635,0.817,0.993,1.156,1.294,1.399,1.778,1.948,,2.31
1358,2001-04-12,0.068,0.125,0.266,0.459,0.638,0.827,1.004,1.167,1.296,1.402,1.776,1.941,,2.297
1359,2001-04-11,0.062,0.111,0.238,0.416,0.576,0.734,0.893,1.052,1.18,1.29,1.65,1.826,,2.164
1360,2001-04-10,0.069,0.118,0.25,0.426,0.586,0.742,0.899,1.056,1.181,1.291,1.642,1.819,,2.157
1361,2001-04-09,0.064,0.118,0.242,0.41,0.563,0.711,0.863,1.016,1.142,1.254,1.601,1.783,,2.119
1362,2001-04-06,0.067,0.117,0.241,0.408,0.56,0.702,0.853,1.001,1.128,1.241,1.598,1.78,,2.116
1363,2001-04-05,0.072,0.126,0.25,0.418,0.574,0.716,0.872,1.023,1.155,1.269,1.625,1.812,,2.139
1364,2001-04-04,0.072,0.128,0.26,0.431,0.586,0.73,0.885,1.033,1.162,1.277,1.629,1.812,,2.136
1365,2001-04-03,0.083,0.143,0.288,0.464,0.615,0.754,0.902,1.046,1.176,1.289,1.647,1.83,,2.146
1366,2001-04-02,0.084,0.15,0.291,0.474,0.625,0.765,0.916,1.066,1.199,1.315,1.681,1.862,,2.178
1367,2001-03-30,0.075,0.133,0.263,0.441,0.589,0.711,0.851,0.995,1.123,1.24,1.599,1.775,,2.092
1368,2001-03-29,0.086,0.149,0.294,0.494,0.648,0.778,0.926,1.068,1.198,1.316,1.67,1.837,,2.149
1369,2001-03-28,0.086,0.148,0.287,0.487,0.643,0.762,0.904,1.042,1.171,1.291,1.658,1.828,,2.141
1370,2001-03-27,0.085,0.127,0.235,0.419,0.568,0.682,0.817,0.951,1.081,1.202,1.532,1.699,,2.004
1371,2001-03-26,0.067,0.104,0.203,0.381,0.529,0.643,0.777,0.907,1.034,1.156,1.451,1.62,,1.918
1372,2001-03-23,0.078,0.105,0.198,0.384,0.528,0.644,0.777,0.905,1.031,1.149,1.434,1.601,,1.895
1373,2001-03-22,0.068,0.084,0.154,0.322,0.457,0.573,0.709,0.835,0.958,1.078,1.357,1.533,,1.825
1374,2001-03-21,0.059,0.085,0.128,0.297,0.429,0.55,0.685,0.816,0.937,1.061,1.336,1.513,,1.802
1375,2001-03-19,0.082,0.105,0.172,0.348,0.483,0.616,0.758,0.902,1.03,1.139,1.46,1.638,,1.934
1376,2001-03-16,0.086,0.106,0.173,0.348,0.482,0.613,0.757,0.9,1.03,1.14,1.461,1.642,,1.94
1377,2001-03-15,0.105,0.117,0.192,0.366,0.502,0.631,0.768,0.907,1.032,1.143,1.466,1.642,,1.943
1378,2001-03-14,0.125,0.137,0.222,0.391,0.526,0.654,0.782,0.916,1.038,1.146,1.471,1.643,,1.945
1379,2001-03-13,0.146,0.165,0.262,0.433,0.57,0.704,0.829,0.959,1.075,1.179,1.497,1.656,,1.961
1380,2001-03-12,0.157,0.17,0.267,0.436,0.57,0.706,0.828,0.961,1.08,1.185,1.493,1.646,,1.95
1381,2001-03-09,0.164,0.18,0.283,0.463,0.601,0.743,0.866,0.995,1.108,1.21,1.508,1.655,,1.961
1382,2001-03-08,0.165,0.178,0.27,0.441,0.578,0.711,0.823,0.95,1.061,1.162,1.456,1.607,,1.913
1383,2001-03-07,0.17,0.175,0.258,0.423,0.558,0.684,0.799,0.922,1.028,1.128,1.404,1.566,,1.862
1384,2001-03-06,0.175,0.178,0.261,0.43,0.574,0.702,0.826,0.968,1.084,1.188,1.459,1.63,,1.932
1385,2001-03-05,0.171,0.178,0.266,0.445,0.593,0.723,0.851,0.997,1.116,1.224,1.495,1.672,,1.972
1386,2001-03-02,0.177,0.179,0.264,0.445,0.591,0.721,0.846,0.994,1.107,1.217,1.485,1.662,,1.96
1387,2001-03-01,0.184,0.18,0.256,0.435,0.581,0.696,0.815,0.968,1.083,1.195,1.46,1.647,,1.946
1388,2001-02-28,0.227,0.242,0.328,0.516,0.667,0.794,0.919,1.085,1.207,1.323,1.628,1.82,,2.132
1389,2001-02-27,0.228,0.248,0.346,0.538,0.687,0.824,0.952,1.123,1.243,1.357,1.661,1.85,,2.163
1390,2001-02-26,0.228,0.248,0.343,0.542,0.694,0.837,0.973,1.147,1.271,1.388,1.688,1.879,,2.196
1391,2001-02-23,0.249,0.278,0.383,0.581,0.731,0.877,1.013,1.178,1.293,1.407,1.709,1.897,,2.218
1392,2001-02-22,0.279,0.312,0.423,0.616,0.761,0.91,1.041,1.203,1.309,1.423,1.721,1.91,,2.232
1393,2001-02-21,0.27,0.302,0.395,0.572,0.711,0.849,0.972,1.133,1.241,1.355,1.655,1.859,,2.181
1394,2001-02-20,0.28,0.311,0.397,0.581,0.721,0.858,0.986,1.153,1.264,1.382,1.685,1.894,,2.219
1395,2001-02-19,0.279,0.306,0.386,0.569,0.708,0.839,0.961,1.129,1.239,1.345,1.667,1.883,,2.208
1396,2001-02-16,0.298,0.324,0.426,0.606,0.74,0.876,0.995,1.166,1.273,1.377,1.701,1.912,,2.243
1397,2001-02-15,0.298,0.324,0.427,0.606,0.742,0.874,0.995,1.167,1.273,1.378,1.701,1.914,,2.25
1398,2001-02-14,0.311,0.333,0.439,0.617,0.75,0.884,1.008,1.178,1.281,1.386,1.707,1.922,,2.256
1399,2001-02-13,0.311,0.328,0.43,0.603,0.739,0.863,0.984,1.155,1.26,1.368,1.693,1.917,,2.252
1400,2001-02-09,0.323,0.339,0.441,0.614,0.757,0.888,1.014,1.191,1.301,1.408,1.74,1.965,,2.305
1401,2001-02-08,0.349,0.365,0.479,0.651,0.795,0.928,1.051,1.226,1.329,1.434,1.756,1.975,,2.315
1402,2001-02-07,0.359,0.395,0.495,0.666,0.807,0.936,1.051,1.228,1.327,1.43,1.749,1.967,,2.308
1403,2001-02-06,0.374,0.405,0.521,0.702,0.844,0.976,1.089,1.271,1.369,1.47,1.787,1.998,,2.337
1404,2001-02-05,0.369,0.401,0.517,0.697,0.838,0.963,1.074,1.261,1.352,1.456,1.771,1.984,,2.329
1405,2001-02-02,0.379,0.417,0.545,0.731,0.877,1.011,1.128,1.309,1.393,1.494,1.812,2.017,,2.372
1406,2001-02-01,0.369,0.396,0.508,0.689,0.838,0.955,1.066,1.257,1.346,1.451,1.751,1.955,,2.32
1407,2001-01-31,0.362,0.39,0.501,0.685,0.84,0.951,1.066,1.26,1.348,1.455,1.743,1.948,,2.314
1408,2001-01-30,0.37,0.391,0.501,0.686,0.843,0.967,1.09,1.283,1.372,1.477,1.77,1.972,,2.34
1409,2001-01-29,0.35,0.376,0.46,0.633,0.79,0.913,1.039,1.24,1.326,1.434,1.741,1.951,,2.337
1410,2001-01-26,0.35,0.371,0.456,0.62,0.774,0.892,1.016,1.221,1.307,1.414,1.734,1.95,,2.346
1411,2001-01-25,0.35,0.377,0.468,0.631,0.787,0.9,1.026,1.234,1.322,1.434,1.761,1.974,,2.379
1412,2001-01-24,0.35,0.387,0.492,0.668,0.826,0.95,1.085,1.289,1.371,1.459,1.795,2.002,,2.418
1413,2001-01-23,0.349,0.377,0.478,0.656,0.816,0.936,1.072,1.281,1.359,1.45,1.79,2.002,,2.42
1414,2001-01-22,0.35,0.378,0.473,0.656,0.81,0.919,1.054,1.27,1.348,1.44,1.783,2.002,,2.424
1415,2001-01-19,0.378,0.416,0.514,0.703,0.862,0.969,1.107,1.325,1.392,1.484,1.839,2.06,,2.475
1416,2001-01-18,0.388,0.426,0.527,0.716,0.872,0.982,1.127,1.342,1.405,1.5,1.853,2.075,,2.486
1417,2001-01-17,0.387,0.445,0.563,0.759,0.915,1.029,1.174,1.391,1.452,1.553,1.903,2.126,,2.53
1418,2001-01-16,0.395,0.444,0.559,0.754,0.906,1.011,1.15,1.37,1.432,1.538,1.89,2.113,,2.525
1419,2001-01-15,0.397,0.448,0.556,0.748,0.898,0.988,1.121,1.339,1.398,1.499,1.851,2.077,,2.495
1420,2001-01-12,0.397,0.443,0.55,0.736,0.885,0.975,1.109,1.328,1.381,1.48,1.841,2.074,,2.492
1421,2001-01-11,0.407,0.447,0.556,0.739,0.897,0.986,1.126,1.352,1.415,1.519,1.889,2.126,,2.539
1422,2001-01-10,0.413,0.455,0.572,0.773,0.937,1.041,1.193,1.411,1.475,1.581,1.941,2.171,,2.583
1423,2001-01-09,0.417,0.444,0.542,0.742,0.905,1.004,1.16,1.385,1.456,1.565,1.926,2.157,,2.57
1424,2001-01-05,0.426,0.454,0.562,0.773,0.938,1.055,1.22,1.45,1.52,1.63,1.969,2.196,,2.605
1425,2001-01-04,0.447,0.475,0.588,0.793,0.96,1.075,1.235,1.459,1.53,1.639,1.98,2.205,,2.614
1426,2000-12-29,0.47,0.515,0.622,0.829,0.998,1.105,1.264,1.483,1.544,1.65,1.993,2.217,,2.622
1427,2000-12-28,0.472,0.515,0.64,0.841,1.006,1.124,1.276,1.494,1.554,1.657,2.001,2.222,,2.628
1428,2000-12-27,0.48,0.499,0.607,0.788,0.954,1.06,1.203,1.432,1.498,1.602,1.949,2.176,,2.589
1429,2000-12-26,0.48,0.505,0.616,0.8,0.962,1.072,1.218,1.445,1.51,1.615,1.966,2.192,,2.601
1430,2000-12-25,0.47,0.51,0.625,0.806,0.972,1.081,1.231,1.449,1.514,1.616,1.974,2.202,,2.607
1431,2000-12-22,0.47,0.517,0.616,0.795,0.955,1.059,1.202,1.418,1.478,1.582,1.954,2.189,,2.595
1432,2000-12-21,0.48,0.533,0.622,0.793,0.948,1.045,1.182,1.392,1.448,1.551,1.929,2.167,,2.576
1433,2000-12-20,0.49,0.555,0.646,0.83,0.977,1.086,1.23,1.434,1.493,1.592,1.971,2.201,,2.611
1434,2000-12-19,0.489,0.559,0.669,0.87,1.028,1.151,1.3,1.499,1.561,1.656,2.017,2.228,,2.634
1435,2000-12-18,0.489,0.563,0.693,0.895,1.059,1.188,1.339,1.537,1.601,1.692,2.043,2.244,,2.644
1436,2000-12-15,0.488,0.555,0.685,0.879,1.038,1.156,1.306,1.5,1.564,1.655,2.004,2.207,,2.611
1437,2000-12-14,0.496,0.564,0.7,0.883,1.041,1.16,1.309,1.502,1.572,1.665,2.025,2.225,,2.63
1438,2000-12-13,0.515,0.591,0.74,0.92,1.075,1.193,1.338,1.529,1.6,1.693,2.067,2.265,,2.658
1439,2000-12-12,0.521,0.593,0.736,0.9,1.047,1.148,1.274,1.474,1.547,1.641,2.038,2.246,,2.636
1440,2000-12-11,0.521,0.606,0.73,0.891,1.04,1.137,1.262,1.466,1.536,1.63,2.038,2.247,,2.64
1441,2000-12-08,0.481,0.563,0.668,0.827,0.974,1.077,1.209,1.425,1.493,1.589,2.003,2.22,,2.614
1442,2000-12-07,0.47,0.55,0.642,0.796,0.941,1.046,1.18,1.404,1.465,1.564,1.983,2.203,,2.601
1443,2000-12-06,0.484,0.572,0.675,0.841,0.995,1.108,1.246,1.465,1.517,1.619,2.022,2.234,,2.624
1444,2000-12-05,0.478,0.566,0.665,0.829,0.982,1.089,1.225,1.446,1.494,1.596,1.97,2.177,,2.564
1445,2000-12-04,0.477,0.569,0.673,0.846,1.007,1.121,1.262,1.48,1.53,1.632,1.984,2.183,,2.565
1446,2000-12-01,0.461,0.555,0.657,0.833,0.996,1.105,1.243,1.472,1.516,1.622,1.963,2.16,,2.548
1447,2000-11-30,0.46,0.545,0.65,0.828,0.998,1.102,1.236,1.464,1.501,1.61,1.951,2.153,,2.536
1448,2000-11-29,0.449,0.555,0.665,0.861,1.041,1.153,1.295,1.518,1.55,1.659,2.003,2.203,,2.573
1449,2000-11-28,0.458,0.56,0.68,0.882,1.074,1.193,1.34,1.556,1.581,1.687,2.034,2.23,,2.587
1450,2000-11-27,0.457,0.56,0.678,0.887,1.085,1.192,1.331,1.542,1.565,1.671,2.019,2.219,,2.572
1451,2000-11-24,0.444,0.555,0.667,0.872,1.071,1.18,1.318,1.531,1.557,1.664,2.014,2.225,,2.569
1452,2000-11-22,0.452,0.555,0.675,0.884,1.09,1.206,1.352,1.559,1.59,1.699,2.076,2.298,,2.637
1453,2000-11-21,0.451,0.555,0.666,0.877,1.081,1.195,1.34,1.552,1.592,1.707,2.089,2.315,,2.66
1454,2000-11-20,0.451,0.555,0.667,0.878,1.085,1.202,1.351,1.569,1.618,1.737,2.126,2.352,,2.701
1455,2000-11-17,0.447,0.562,0.683,0.896,1.102,1.226,1.381,1.594,1.647,1.766,2.158,2.383,,2.736
1456,2000-11-16,0.447,0.571,0.689,0.895,1.102,1.224,1.373,1.595,1.651,1.768,2.167,2.397,,2.763
1457,2000-11-15,0.456,0.579,0.697,0.906,1.113,1.232,1.379,1.603,1.665,1.782,2.193,2.429,,2.806
1458,2000-11-14,0.455,0.583,0.705,0.913,1.119,1.245,1.39,1.605,1.664,1.784,2.205,2.443,,2.828
1459,2000-11-13,0.445,0.572,0.692,0.904,1.11,1.236,1.382,1.595,1.658,1.777,2.202,2.441,,2.829
1460,2000-11-10,0.453,0.582,0.704,0.928,1.141,1.276,1.426,1.626,1.685,1.803,2.227,2.464,,2.848
1461,2000-11-09,0.452,0.579,0.698,0.924,1.144,1.278,1.431,1.624,1.682,1.797,2.224,2.459,,2.849
1462,2000-11-08,0.452,0.581,0.697,0.934,1.152,1.293,1.448,1.636,1.697,1.808,2.255,2.492,,2.913
1463,2000-11-07,0.451,0.567,0.68,0.913,1.132,1.275,1.437,1.631,1.7,1.814,2.26,2.502,,2.965
1464,2000-11-06,0.445,0.563,0.667,0.904,1.121,1.265,1.432,1.625,1.695,1.81,2.252,2.497,,2.923
1465,2000-11-02,0.448,0.564,0.665,0.906,1.123,1.276,1.446,1.627,1.699,1.81,2.246,2.486,,2.886
1466,2000-11-01,0.457,0.579,0.679,0.922,1.143,1.296,1.467,1.642,1.714,1.823,2.254,2.49,,2.881
1467,2000-10-31,0.454,0.571,0.664,0.905,1.12,1.271,1.44,1.617,1.689,1.799,2.222,2.463,,2.851
1468,2000-10-30,0.453,0.571,0.665,0.907,1.123,1.275,1.442,1.622,1.697,1.809,2.243,2.483,,2.855
1469,2000-10-27,0.454,0.575,0.682,0.925,1.146,1.302,1.471,1.643,1.72,1.829,2.265,2.501,,2.868
1470,2000-10-26,0.463,0.58,0.688,0.932,1.153,1.305,1.472,1.641,1.721,1.828,2.27,2.505,,2.864
1471,2000-10-25,0.463,0.59,0.701,0.949,1.17,1.306,1.468,1.638,1.722,1.83,2.289,2.526,,2.866
1472,2000-10-24,0.462,0.594,0.707,0.955,1.177,1.311,1.476,1.65,1.742,1.85,2.312,2.548,,2.871
1473,2000-10-23,0.461,0.59,0.692,0.942,1.161,1.295,1.463,1.641,1.736,1.843,2.306,2.544,,2.849
1474,2000-10-20,0.459,0.579,0.676,0.92,1.139,1.274,1.445,1.626,1.722,1.829,2.293,2.531,,2.832
1475,2000-10-19,0.458,0.583,0.673,0.917,1.134,1.268,1.442,1.617,1.709,1.814,2.273,2.512,,2.805
1476,2000-10-18,0.468,0.591,0.686,0.928,1.144,1.273,1.439,1.609,1.694,1.794,2.249,2.486,,2.787
1477,2000-10-17,0.467,0.59,0.69,0.937,1.153,1.295,1.47,1.641,1.728,1.828,2.303,2.544,,2.837
1478,2000-10-16,0.457,0.584,0.69,0.935,1.15,1.297,1.477,1.652,1.747,1.849,2.344,2.589,,2.862
1479,2000-10-13,0.463,0.586,0.699,0.937,1.151,1.294,1.471,1.641,1.736,1.835,2.301,2.531,,2.793
1480,2000-10-12,0.472,0.604,0.725,0.963,1.173,1.315,1.49,1.654,1.743,1.837,2.276,2.492,,2.745
1481,2000-10-11,0.471,0.604,0.722,0.956,1.163,1.298,1.467,1.627,1.715,1.809,2.242,2.462,,2.709
1482,2000-10-10,0.48,0.615,0.732,0.966,1.175,1.308,1.476,1.634,1.725,1.819,2.24,2.457,,2.699
1483,2000-10-06,0.482,0.618,0.737,0.967,1.177,1.304,1.468,1.617,1.708,1.799,2.208,2.421,,2.655
1484,2000-10-05,0.481,0.62,0.736,0.961,1.174,1.301,1.466,1.613,1.703,1.793,2.187,2.394,,2.628
1485,2000-10-04,0.491,0.627,0.745,0.97,1.186,1.313,1.481,1.626,1.716,1.806,2.205,2.411,,2.634
1486,2000-10-03,0.49,0.631,0.748,0.973,1.19,1.318,1.483,1.629,1.721,1.814,2.22,2.424,,2.636
1487,2000-10-02,0.499,0.641,0.761,0.986,1.2,1.335,1.501,1.641,1.727,1.817,2.229,2.426,,2.637
1488,2000-09-29,0.499,0.646,0.77,0.993,1.209,1.348,1.512,1.649,1.732,1.824,2.236,2.43,,2.641
1489,2000-09-28,0.498,0.655,0.773,1.007,1.225,1.368,1.543,1.675,1.76,1.851,2.264,2.45,,2.656
1490,2000-09-27,0.497,0.646,0.769,1.004,1.225,1.37,1.547,1.678,1.764,1.855,2.269,2.451,,2.654
1491,2000-09-26,0.496,0.646,0.775,1.017,1.243,1.391,1.569,1.697,1.786,1.876,2.282,2.458,,2.66
1492,2000-09-25,0.484,0.631,0.747,0.986,1.215,1.36,1.541,1.669,1.762,1.849,2.235,2.407,,2.615
1493,2000-09-22,0.472,0.619,0.736,0.981,1.204,1.348,1.527,1.656,1.757,1.838,2.216,2.391,,2.605
1494,2000-09-21,0.481,0.635,0.767,1.016,1.243,1.391,1.571,1.7,1.797,1.879,2.249,2.419,,2.623
1495,2000-09-20,0.47,0.624,0.757,1.025,1.23,1.379,1.553,1.681,1.779,1.86,2.228,2.399,,2.593
1496,2000-09-19,0.469,0.619,0.75,0.966,1.223,1.365,1.531,1.664,1.764,1.848,2.213,2.384,,2.58
1497,2000-09-18,0.467,0.623,0.76,0.983,1.238,1.384,1.551,1.682,1.779,1.864,2.222,2.387,,2.581
1498,2000-09-14,0.463,0.623,0.77,0.999,1.249,1.403,1.571,1.701,1.797,1.876,2.22,2.383,,2.575
1499,2000-09-13,0.454,0.612,0.754,0.984,1.234,1.387,1.55,1.681,1.777,1.855,2.188,2.355,,2.546
1500,2000-09-12,0.454,0.611,0.75,0.974,1.22,1.373,1.534,1.662,1.759,1.836,2.162,2.328,,2.52
1501,2000-09-11,0.46,0.62,0.769,0.992,1.235,1.386,1.544,1.668,1.759,1.832,2.15,2.313,,2.506
1502,2000-09-08,0.461,0.628,0.783,1.006,1.244,1.402,1.56,1.684,1.774,1.845,2.161,2.321,,2.514
1503,2000-09-07,0.481,0.66,0.832,1.066,1.304,1.476,1.64,1.761,1.849,1.916,2.236,2.383,,2.567
1504,2000-09-06,0.49,0.667,0.846,1.088,1.328,1.502,1.671,1.791,1.878,1.946,2.269,2.41,,2.589
1505,2000-09-05,0.479,0.661,0.836,1.071,1.31,1.488,1.66,1.774,1.865,1.932,2.256,2.399,,2.575
1506,2000-09-04,0.484,0.658,0.827,1.055,1.286,1.457,1.626,1.744,1.837,1.908,2.228,2.377,,2.555
1507,2000-09-01,0.484,0.662,0.843,1.071,1.296,1.474,1.647,1.764,1.854,1.924,2.243,2.388,,2.557
1508,2000-08-31,0.47,0.645,0.813,1.033,1.252,1.419,1.58,1.698,1.791,1.863,2.175,2.328,,2.506
1509,2000-08-30,0.469,0.646,0.813,1.037,1.255,1.422,1.583,1.699,1.79,1.861,2.175,2.329,,2.503
1510,2000-08-29,0.46,0.652,0.824,1.05,1.272,1.438,1.599,1.715,1.805,1.875,2.193,2.344,,2.505
1511,2000-08-28,0.449,0.63,0.808,1.035,1.257,1.421,1.581,1.698,1.788,1.86,2.181,2.335,,2.489
1512,2000-08-25,0.445,0.613,0.787,1.013,1.236,1.403,1.564,1.684,1.777,1.849,2.173,2.329,,2.48
1513,2000-08-24,0.433,0.597,0.758,0.979,1.202,1.362,1.518,1.643,1.74,1.811,2.139,2.304,,2.447
1514,2000-08-23,0.423,0.592,0.759,0.984,1.218,1.37,1.529,1.653,1.752,1.823,2.157,2.317,,2.457
1515,2000-08-22,0.411,0.566,0.717,0.939,1.176,1.327,1.484,1.611,1.715,1.787,2.122,2.286,,2.427
1516,2000-08-21,0.401,0.556,0.696,0.911,1.144,1.295,1.452,1.585,1.695,1.771,2.099,2.268,,2.411
1517,2000-08-18,0.399,0.548,0.689,0.903,1.128,1.282,1.441,1.572,1.681,1.756,2.079,2.249,,2.391
1518,2000-08-17,0.398,0.547,0.683,0.89,1.11,1.262,1.419,1.552,1.662,1.737,2.053,2.221,,2.365
1519,2000-08-16,0.405,0.557,0.702,0.908,1.121,1.276,1.434,1.567,1.673,1.745,2.055,2.216,,2.359
1520,2000-08-15,0.386,0.546,0.692,0.898,1.111,1.263,1.421,1.556,1.661,1.729,2.035,2.193,,2.335
1521,2000-08-14,0.367,0.53,0.682,0.887,1.099,1.245,1.396,1.531,1.634,1.698,2,2.161,,2.307
1522,2000-08-11,0.352,0.521,0.676,0.883,1.095,1.243,1.393,1.524,1.629,1.694,1.994,2.158,,2.305
1523,2000-08-10,0.361,0.535,0.7,0.908,1.115,1.268,1.416,1.545,1.652,1.715,2.017,2.18,,2.323
1524,2000-08-09,0.34,0.504,0.671,0.886,1.097,1.247,1.394,1.523,1.633,1.696,1.998,2.167,,2.31
1525,2000-08-08,0.303,0.469,0.622,0.841,1.058,1.206,1.355,1.489,1.606,1.672,1.977,2.149,,2.292
1526,2000-08-07,0.293,0.453,0.601,0.82,1.042,1.19,1.342,1.477,1.598,1.666,1.968,2.141,,2.287
1527,2000-08-04,0.296,0.457,0.602,0.82,1.046,1.189,1.335,1.467,1.586,1.652,1.959,2.132,,2.278
1528,2000-08-03,0.296,0.456,0.606,0.83,1.055,1.204,1.349,1.477,1.588,1.652,1.964,2.136,,2.282
1529,2000-08-02,0.295,0.456,0.606,0.83,1.057,1.204,1.35,1.477,1.585,1.65,1.972,2.147,,2.293
1530,2000-08-01,0.295,0.455,0.601,0.829,1.054,1.206,1.352,1.479,1.588,1.654,1.984,2.161,,2.306
1531,2000-07-31,0.292,0.448,0.594,0.822,1.047,1.198,1.346,1.475,1.582,1.649,1.99,2.169,,2.314
1532,2000-07-28,0.293,0.446,0.598,0.828,1.053,1.207,1.35,1.477,1.584,1.65,1.995,2.171,,2.318
1533,2000-07-27,0.303,0.461,0.612,0.843,1.07,1.224,1.371,1.502,1.609,1.678,2.019,2.189,,2.336
1534,2000-07-26,0.312,0.471,0.629,0.861,1.091,1.251,1.4,1.534,1.64,1.708,2.048,2.213,,2.354
1535,2000-07-25,0.312,0.481,0.637,0.87,1.101,1.265,1.417,1.55,1.655,1.719,2.055,2.214,,2.35
1536,2000-07-24,0.311,0.475,0.634,0.858,1.085,1.243,1.394,1.525,1.63,1.693,2.019,2.179,,2.316
1537,2000-07-21,0.309,0.479,0.63,0.852,1.074,1.233,1.382,1.513,1.62,1.683,2.005,2.166,,2.306
1538,2000-07-19,0.318,0.477,0.629,0.856,1.071,1.236,1.389,1.519,1.621,1.684,2.004,2.163,,2.301
1539,2000-07-18,0.317,0.472,0.622,0.845,1.058,1.224,1.379,1.505,1.606,1.667,1.986,2.145,,2.286
1540,2000-07-17,0.326,0.489,0.642,0.864,1.072,1.241,1.393,1.514,1.614,1.674,2,2.158,,2.297
1541,2000-07-14,0.326,0.486,0.642,0.864,1.072,1.244,1.399,1.521,1.621,1.685,2.011,2.165,,2.302
1542,2000-07-13,0.322,0.485,0.642,0.862,1.068,1.244,1.4,1.521,1.622,1.685,2.008,2.16,,2.298
1543,2000-07-12,0.357,0.538,0.717,0.942,1.15,1.327,1.482,1.594,1.689,1.75,2.071,2.209,,2.339
1544,2000-07-11,0.34,0.525,0.697,0.926,1.139,1.312,1.468,1.58,1.68,1.741,2.063,2.203,,2.334
1545,2000-07-10,0.329,0.507,0.675,0.904,1.118,1.293,1.452,1.57,1.673,1.735,2.061,2.199,,2.333
1546,2000-07-07,0.325,0.505,0.675,0.903,1.116,1.287,1.442,1.561,1.662,1.723,2.031,2.164,,2.297
1547,2000-07-06,0.32,0.499,0.671,0.892,1.103,1.27,1.422,1.542,1.645,1.703,2.001,2.131,,2.263
1548,2000-07-05,0.323,0.513,0.69,0.916,1.127,1.296,1.451,1.57,1.672,1.73,2.022,2.147,,2.273
1549,2000-07-04,0.318,0.507,0.681,0.9,1.106,1.272,1.427,1.547,1.646,1.706,2.002,2.129,,2.255
1550,2000-07-03,0.32,0.526,0.71,0.93,1.135,1.297,1.448,1.565,1.663,1.722,2.018,2.142,,2.264
1551,2000-06-30,0.316,0.524,0.709,0.928,1.131,1.287,1.437,1.552,1.652,1.712,1.997,2.116,,2.241
1552,2000-06-29,0.315,0.525,0.709,0.927,1.129,1.284,1.433,1.551,1.646,1.706,1.991,2.108,,2.234
1553,2000-06-28,0.293,0.5,0.69,0.911,1.116,1.268,1.412,1.531,1.624,1.684,1.982,2.101,,2.229
1554,2000-06-27,0.301,0.51,0.709,0.93,1.136,1.287,1.428,1.544,1.633,1.69,1.996,2.11,,2.237
1555,2000-06-26,0.3,0.509,0.709,0.924,1.145,1.279,1.416,1.531,1.615,1.671,1.979,2.093,,2.224
1556,2000-06-23,0.274,0.482,0.668,0.881,1.102,1.239,1.379,1.502,1.592,1.652,1.97,2.089,,2.221
1557,2000-06-22,0.273,0.471,0.655,0.873,1.097,1.243,1.392,1.52,1.617,1.678,1.999,2.113,,2.239
1558,2000-06-21,0.262,0.466,0.646,0.865,1.09,1.235,1.388,1.515,1.615,1.677,1.997,2.11,,2.235
1559,2000-06-20,0.25,0.44,0.611,0.824,1.053,1.197,1.351,1.482,1.585,1.647,1.957,2.072,,2.202
1560,2000-06-19,0.229,0.42,0.584,0.798,1.034,1.176,1.332,1.462,1.567,1.629,1.935,2.051,,2.184
1561,2000-06-16,0.227,0.422,0.59,0.807,1.039,1.183,1.338,1.463,1.568,1.628,1.932,2.043,,2.177
1562,2000-06-15,0.246,0.445,0.624,0.837,1.071,1.214,1.369,1.494,1.6,1.656,1.959,2.064,,2.2
1563,2000-06-14,0.246,0.459,0.642,0.858,1.09,1.235,1.39,1.514,1.611,1.666,1.976,2.079,,2.212
1564,2000-06-13,0.242,0.453,0.632,0.847,1.079,1.226,1.382,1.504,1.599,1.652,1.967,2.072,,2.205
1565,2000-06-12,0.241,0.458,0.641,0.858,1.092,1.246,1.403,1.525,1.614,1.668,1.993,2.096,,2.226
1566,2000-06-09,0.239,0.45,0.631,0.85,1.081,1.237,1.393,1.516,1.602,1.658,1.988,2.094,,2.224
1567,2000-06-08,0.254,0.477,0.671,0.894,1.123,1.281,1.435,1.555,1.64,1.693,2.028,2.125,,2.257
1568,2000-06-07,0.253,0.476,0.671,0.898,1.126,1.289,1.446,1.568,1.656,1.71,2.044,2.139,,2.267
1569,2000-06-06,0.252,0.478,0.683,0.913,1.144,1.315,1.479,1.6,1.686,1.736,2.073,2.16,,2.285
